CustomerID,Recency,Frequency,Monetary,Time,r_quartile,f_quartile,m_quartile,t_quartile,RFM_score,RFM_Total,Cluster
14210,106,102,1905.84,6,3,1,1,3,3113,8,1
14211,54,112,2241.1,5,3,1,1,3,3113,8,1
14212,90,9,1070.48,1,3,4,2,4,3424,13,0
14214,31,67,1004.38,5,2,2,2,3,2223,9,1
14215,12,108,1789.72,5,1,1,1,3,1113,6,2
14216,4,59,1839.3,2,1,2,1,4,1214,8,2
14217,2,100,2004.98,12,1,1,1,1,1111,4,2
14218,43,12,169.48,1,2,4,4,4,2444,14,0
14219,5,7,89.94,1,1,4,4,4,1444,13,0
14220,248,21,632.4,2,4,3,3,4,4334,14,0
14221,43,193,3432.8,7,2,1,1,2,2112,6,2
14222,178,41,683.17,1,4,2,2,4,4224,12,1
14223,93,60,991.13,3,3,2,2,4,3224,11,1
14224,111,113,1009.73,4,3,1,2,3,3123,9,1
14226,29,66,2214.79,4,2,2,1,3,2213,8,1
14227,27,175,3350.96,5,2,1,1,3,2113,7,2
14229,52,40,1547.2,3,3,3,2,4,3324,12,1
14231,184,50,925.71,3,4,2,2,4,4224,12,1
14232,43,115,2048.07,5,2,1,1,3,2113,7,1
14233,50,35,1462.72,4,2,3,2,3,2323,10,1
14234,23,147,754.12,2,2,1,2,4,2124,9,1
14235,76,79,3144.86,4,3,2,1,3,3213,9,1
14236,81,15,490.86,2,3,4,3,4,3434,14,0
14237,374,9,161,1,4,4,4,4,4444,16,0
14238,327,8,146.85,1,4,4,4,4,4444,16,0
14239,44,112,2380.85,8,2,1,1,2,2112,6,1
14240,31,42,890.34,2,2,2,2,4,2224,10,1
14241,184,10,213.7,1,4,4,4,4,4444,16,0
14242,235,16,280.55,2,4,4,4,4,4444,16,0
14243,9,141,2588.77,9,1,1,1,2,1112,5,2
14245,220,108,1693.45,2,4,1,1,4,4114,10,1
14246,111,75,1474.06,3,3,2,2,4,3224,11,1
14247,279,20,136.77,1,4,3,4,4,4344,15,0
14248,319,8,302.58,1,4,4,3,4,4434,15,0
14250,8,111,1904.05,2,1,1,1,4,1114,7,2
14251,2,78,2879.7,3,1,2,1,4,1214,8,2
14256,261,53,969.06,2,4,2,2,4,4224,12,1
14257,65,106,3099.72,5,3,1,1,3,3113,8,1
14258,10,111,12669.98,8,1,1,1,2,1112,5,2
14259,142,5,120,1,3,4,4,4,3444,15,0
14261,51,52,1163.45,2,2,2,2,4,2224,10,1
14262,9,143,2618.23,7,1,1,1,2,1112,5,2
14264,155,17,333.97,2,4,4,3,4,4434,15,0
14267,163,55,1516.24,2,4,2,2,4,4224,12,1
14270,332,29,492.65,1,4,3,3,4,4334,14,0
14271,226,10,112.32,1,4,4,4,4,4444,16,0
14272,74,33,437.96,2,3,3,3,4,3334,13,1
14273,52,29,559.97,4,3,3,3,3,3333,12,1
14276,99,64,1119.74,3,3,2,2,4,3224,11,1
14280,197,8,134.04,1,4,4,4,4,4444,16,0
14282,4,154,3701.44,9,1,1,1,2,1112,5,2
14284,31,32,595.25,2,2,3,3,4,2334,12,1
14285,22,27,1910.01,3,2,3,1,4,2314,10,1
14286,24,280,4628.75,3,2,1,1,4,2114,8,2
14287,9,9,176.63,2,1,4,4,4,1444,13,0
14288,214,16,426.6,1,4,4,3,4,4434,15,0
14289,9,47,911.26,6,1,2,2,3,1223,8,1
14290,12,101,2314.65,4,1,1,1,3,1113,6,2
14291,2,237,3883.25,6,1,1,1,3,1113,6,2
14292,8,100,4871.93,6,1,1,1,3,1113,6,2
14293,4,61,1046.56,4,1,2,2,3,1223,8,2
14295,41,5,166.2,1,2,4,4,4,2444,14,0
14297,18,62,1305.33,3,1,2,2,4,1224,9,1
14298,9,1637,51527.3,13,1,1,1,1,1111,4,2
14299,9,143,3965.62,7,1,1,1,2,1112,5,2
14300,19,3,43.2,1,2,4,4,4,2444,14,0
14301,118,13,640.14,1,3,4,3,4,3434,14,0
14304,223,17,383.45,1,4,4,3,4,4434,15,0
14305,72,105,1858.96,3,3,1,1,4,3114,9,1
14306,52,33,2093.32,2,3,3,1,4,3314,11,1
14307,89,180,2995.72,5,3,1,1,3,3113,8,1
14309,9,117,2352.53,7,1,1,1,2,1112,5,2
14311,243,20,310.26,1,4,3,3,4,4334,14,0
14312,47,87,1611.59,6,2,2,1,3,2213,8,1
14314,107,8,120,1,3,4,4,4,3444,15,0
14315,45,101,2481.13,5,2,1,1,3,2113,7,1
14317,65,24,508.58,1,3,3,3,4,3334,13,1
14320,207,31,477.79,2,4,3,3,4,4334,14,0
14321,11,123,1530.75,5,1,1,2,3,1123,7,2
14323,115,36,605.06,2,3,3,3,4,3334,13,1
14326,243,8,183.85,1,4,4,4,4,4444,16,0
14327,164,12,311.65,1,4,4,3,4,4434,15,0
14329,18,258,4975.24,6,1,1,1,3,1113,6,2
14331,125,28,462.66,2,3,3,3,4,3334,13,0
14332,23,25,840.21,3,2,3,2,4,2324,11,1
14333,68,15,415.2,1,3,4,3,4,3434,14,0
14334,17,162,2552.21,8,1,1,1,2,1112,5,2
14336,17,90,1614.91,3,1,2,1,4,1214,8,2
14338,162,31,588.22,2,4,3,3,4,4334,14,1
14339,243,14,309.52,1,4,4,3,4,4434,15,0
14340,219,6,134.7,1,4,4,4,4,4444,16,0
14341,46,128,2166.98,5,2,1,1,3,2113,7,1
14342,22,21,668.56,3,2,3,2,4,2324,11,1
14344,128,71,889.93,5,3,2,2,3,3223,10,1
14345,39,6,108.98,1,2,4,4,4,2444,14,0
14346,121,60,1021.58,2,3,2,2,4,3224,11,1
14348,261,18,409.57,1,4,3,3,4,4334,14,0
14349,11,31,133.5,1,1,3,4,4,1344,12,1
14350,275,18,282.93,1,4,3,4,4,4344,15,0
14351,165,1,51,1,4,4,4,4,4444,16,0
14352,158,47,1078.96,3,4,2,2,4,4224,12,1
14353,216,6,90.6,1,4,4,4,4,4444,16,0
14354,6,9,163.62,2,1,4,4,4,1444,13,0
14355,366,11,174.4,1,4,4,4,4,4444,16,0
14356,80,33,701.23,1,3,3,2,4,3324,12,1
14357,44,40,225.12,1,2,3,4,4,2344,13,1
14359,20,55,912.18,3,2,2,2,4,2224,10,1
14360,32,117,2118.03,3,2,1,1,4,2114,8,1
14362,23,37,151.5,1,2,3,4,4,2344,13,1
14364,109,69,3717.35,4,3,2,1,3,3213,9,1
14367,9,521,9227.82,9,1,1,1,2,1112,5,2
14368,320,8,155,1,4,4,4,4,4444,16,0
14371,296,4,100.5,1,4,4,4,4,4444,16,0
14373,359,4,76.55,1,4,4,4,4,4444,16,0
14375,186,66,235.56,1,4,2,4,4,4244,14,1
14377,192,11,617.05,2,4,4,3,4,4434,15,0
14379,45,46,348.1,2,2,2,3,4,2234,11,1
14381,53,56,202.68,1,3,2,4,4,3244,13,1
14382,27,126,615.49,1,2,1,3,4,2134,10,1
14383,39,59,1247.69,3,2,2,2,4,2224,10,1
14385,10,14,202.11,1,1,4,4,4,1444,13,1
14386,297,7,142.4,1,4,4,4,4,4444,16,0
14387,33,139,1727.6,3,2,1,1,4,2114,8,1
14388,11,186,3212.84,7,1,1,1,2,1112,5,2
14389,66,45,1043.46,2,3,2,2,4,3224,11,1
14390,11,284,4642.57,6,1,1,1,3,1113,6,2
14393,219,5,67.95,1,4,4,4,4,4444,16,0
14395,3,348,3479.91,9,1,1,1,2,1112,5,2
14396,66,73,487.99,2,3,2,3,4,3234,12,1
14397,3,87,2612.96,8,1,2,1,2,1212,6,2
14400,150,25,574.7,1,4,3,3,4,4334,14,0
14401,5,182,4051.48,8,1,1,1,2,1112,5,2
14403,131,20,1475.81,4,3,3,2,3,3323,11,1
14404,34,100,1449.32,6,2,1,2,3,2123,8,1
14406,120,8,156.75,1,3,4,4,4,3444,15,0
14407,108,73,2157.73,4,3,2,1,3,3213,9,1
14408,11,106,2599.03,6,1,1,1,3,1113,6,2
14409,72,54,2059.45,5,3,2,1,3,3213,9,1
14410,93,189,1100.27,6,3,1,2,3,3123,9,1
14411,311,14,1063,1,4,4,2,4,4424,14,0
14412,43,43,770.03,2,2,2,2,4,2224,10,1
14413,363,22,121.05,1,4,3,4,4,4344,15,0
14414,92,97,1496.98,4,3,2,2,3,3223,10,1
14415,2,579,5855.57,12,1,1,1,1,1111,4,2
14416,23,14,490.22,2,2,4,3,4,2434,13,1
14418,4,124,1937.25,3,1,1,1,4,1114,7,2
14419,11,202,1051.79,5,1,1,2,3,1123,7,2
14420,100,29,387.52,1,3,3,3,4,3334,13,0
14421,58,27,813.11,2,3,3,2,4,3324,12,1
14422,1,222,4263.64,6,1,1,1,3,1113,6,2
14423,219,3,265.2,1,4,4,4,4,4444,16,0
14424,18,1,322.08,1,1,4,3,4,1434,12,0
14426,24,224,4481.67,5,2,1,1,3,2113,7,2
14427,51,17,363.34,1,2,4,3,4,2434,13,0
14428,8,137,1224.06,5,1,1,2,3,1123,7,2
14431,303,17,470.36,1,4,4,3,4,4434,15,0
14432,10,377,2248.5,3,1,1,1,4,1114,7,2
14434,22,12,1372.8,3,2,4,2,4,2424,12,1
14436,99,9,89.06,1,3,4,4,4,3444,15,0
14437,366,5,63,1,4,4,4,4,4444,16,0
14438,307,9,131.9,1,4,4,4,4,4444,16,0
14440,9,55,2357.68,5,1,2,1,3,1213,7,2
14441,1,51,1712.89,4,1,2,1,3,1213,7,2
14443,54,93,1420.2,4,3,2,2,3,3223,10,1
14446,1,277,1010.35,4,1,1,2,3,1123,7,2
14447,19,70,1163.23,4,2,2,2,3,2223,9,1
14448,10,20,375.35,2,1,3,3,4,1334,11,1
14449,19,250,885.8,4,2,1,2,3,2123,8,2
14450,181,40,483.25,3,4,3,3,4,4334,14,1
14451,61,105,643.9,2,3,1,3,4,3134,11,1
14452,11,60,259.05,2,1,2,4,4,1244,11,1
14453,191,22,119.93,1,4,3,4,4,4344,15,0
14456,6,947,3017.28,5,1,1,1,3,1113,6,2
14457,311,4,113.64,1,4,4,4,4,4444,16,0
14459,156,37,1837.92,1,4,3,1,4,4314,12,1
14460,111,16,434.34,3,3,4,3,4,3434,14,0
14461,149,180,2103.06,3,4,1,1,4,4114,10,1
14462,67,233,1980.57,9,3,1,1,2,3112,7,1
14463,99,6,529.62,3,3,4,3,4,3434,14,0
14465,247,123,1038.44,2,4,1,2,4,4124,11,1
14466,30,72,2272.4,7,2,2,1,2,2212,7,1
14467,18,89,596.26,3,1,2,3,4,1234,10,1
14470,12,43,461.19,2,1,2,3,4,1234,10,1
14472,104,265,1852.67,7,3,1,1,2,3112,7,1
14473,75,7,234.34,2,3,4,4,4,3444,15,0
14474,47,29,547.66,1,2,3,3,4,2334,12,1
14475,72,42,925.85,3,3,2,2,4,3224,11,1
14476,258,17,193,1,4,4,4,4,4444,16,0
14477,20,10,1309.6,4,2,4,2,3,2423,11,1
14479,254,18,316.25,2,4,3,3,4,4334,14,0
14480,12,13,279.05,1,1,4,4,4,1444,13,1
14481,165,30,636.51,2,4,3,3,4,4334,14,1
14482,19,137,2022.81,4,2,1,1,3,2113,7,2
14483,282,9,137.1,1,4,4,4,4,4444,16,0
14484,51,14,321.92,1,2,4,3,4,2434,13,0
14485,39,46,162.8,1,2,2,4,4,2244,12,1
14487,27,140,1165.48,4,2,1,2,3,2123,8,1
14488,68,46,1064.28,1,3,2,2,4,3224,11,1
14489,208,30,463.38,1,4,3,3,4,4334,14,0
14491,176,17,340.93,2,4,4,3,4,4434,15,0
14493,8,120,2383.24,4,1,1,1,3,1113,6,2
14494,26,7,139.56,1,2,4,4,4,2444,14,0
14495,51,6,123.8,2,2,4,4,4,2444,14,0
14496,312,19,538.81,2,4,3,3,4,4334,14,0
14497,310,29,475.37,1,4,3,3,4,4334,14,0
14498,43,193,1957.32,5,2,1,1,3,2113,7,1
14499,27,190,808.44,3,2,1,2,4,2124,9,1
14500,89,7,356.85,3,3,4,3,4,3434,14,0
14501,184,10,251.21,2,4,4,4,4,4444,16,0
14502,20,608,2429.83,7,2,1,1,2,2112,6,2
14503,4,164,3543.26,4,1,1,1,3,1113,6,2
14504,48,107,673.26,3,2,1,2,4,2124,9,1
14505,18,785,5859.43,6,1,1,1,3,1113,6,2
14506,18,295,1960.65,5,1,1,1,3,1113,6,2
14507,24,95,1367.88,5,2,2,2,3,2223,9,1
14508,23,55,268.05,2,2,2,4,4,2244,12,1
14511,12,68,1314.81,4,1,2,2,3,1223,8,2
14512,188,23,275.28,2,4,3,4,4,4344,15,0
14513,101,12,455.59,3,3,4,3,4,3434,14,0
14514,62,69,990.2,3,3,2,2,4,3224,11,1
14515,18,98,2076.89,4,1,2,1,3,1213,7,2
14517,34,18,330.45,2,2,3,3,4,2334,12,1
14518,65,16,174.37,1,3,4,4,4,3444,15,0
14520,2,4,270.6,2,1,4,4,4,1444,13,1
14522,25,17,974.54,3,2,4,2,4,2424,12,1
14523,109,12,241.09,1,3,4,4,4,3444,15,0
14524,32,197,1843.83,6,2,1,1,3,2113,7,2
14525,20,282,4215.9,8,2,1,1,2,2112,6,2
14527,3,971,8507.13,13,1,1,1,1,1111,4,2
14528,38,18,364.22,1,2,3,3,4,2334,12,1
14529,61,213,578.61,3,3,1,3,4,3134,11,1
14530,26,213,2862.11,6,2,1,1,3,2113,7,2
14532,237,64,932.85,4,4,2,2,3,4223,11,1
14533,25,62,1949.72,5,2,2,1,3,2213,8,1
14534,3,508,4397.3,12,1,1,1,1,1111,4,2
14535,61,328,2854.84,3,3,1,1,4,3114,9,2
14536,260,18,170.95,1,4,3,4,4,4344,15,0
14537,58,10,355.56,1,3,4,3,4,3434,14,0
14538,65,19,388.25,2,3,3,3,4,3334,13,0
14539,16,32,537.48,2,1,3,3,4,1334,11,1
14540,10,71,952.66,3,1,2,2,4,1224,9,2
14541,59,105,1453.35,6,3,1,2,3,3123,9,1
14542,186,5,103.25,1,4,4,4,4,4444,16,0
14543,29,71,3599.73,10,2,2,1,1,2211,6,2
14544,25,111,2004.3,2,2,1,1,4,2114,8,2
14546,6,397,2573.93,5,1,1,1,3,1113,6,2
14547,4,355,3974.75,3,1,1,1,4,1114,7,2
14548,151,4,652.8,2,4,4,2,4,4424,14,0
14549,312,56,289.24,1,4,2,4,4,4244,14,0
14550,11,47,757.37,2,1,2,2,4,1224,9,1
14551,19,10,186.23,2,2,4,4,4,2444,14,0
14552,152,57,164.22,1,4,2,4,4,4244,14,0
14553,20,113,859.27,3,2,1,2,4,2124,9,1
14554,11,203,2279.49,2,1,1,1,4,1114,7,2
14555,58,19,312.54,2,3,3,3,4,3334,13,0
14557,86,16,788.38,1,3,4,2,4,3424,13,1
14560,8,74,2237.77,12,1,2,1,1,1211,5,2
14561,76,69,1080.76,2,3,2,2,4,3224,11,1
14562,4,419,5006.77,9,1,1,1,2,1112,5,2
14565,96,127,3099.12,4,3,1,1,3,3113,8,1
14567,57,33,1530.36,2,3,3,2,4,3324,12,1
14569,2,12,227.39,1,1,4,4,4,1444,13,1
14570,281,29,218.06,1,4,3,4,4,4344,15,0
14572,4,262,2804.54,6,1,1,1,3,1113,6,2
14573,180,227,1639.82,5,4,1,1,3,4113,9,1
14576,373,1,35.4,1,4,4,4,4,4444,16,0
14577,13,123,859.71,4,1,1,2,3,1123,7,2
14578,4,24,168.63,1,1,3,4,4,1344,12,1
14581,17,17,138.6,1,1,4,4,4,1444,13,0
14582,41,6,114.11,1,2,4,4,4,2444,14,0
14583,6,302,986.96,4,1,1,2,3,1123,7,2
14584,170,98,1033.06,2,4,2,2,4,4224,12,1
14585,51,29,157.05,1,2,3,4,4,2344,13,0
14586,277,19,237.36,1,4,3,4,4,4344,15,0
14587,19,371,1580.29,7,2,1,1,2,2112,6,2
14589,372,3,39.75,1,4,4,4,4,4444,16,0
14591,16,176,1320.21,2,1,1,2,4,1124,8,2
14592,36,158,557.94,2,2,1,3,4,2134,10,1
14593,22,151,617.15,2,2,1,3,4,2134,10,1
14594,8,52,363.33,2,1,2,3,4,1234,10,1
14595,20,102,1740.6,4,2,1,1,3,2113,7,2
14597,12,47,866.24,2,1,2,2,4,1224,9,1
14598,45,50,221.97,1,2,2,4,4,2244,12,1
14600,306,25,393.33,1,4,3,3,4,4334,14,0
14601,11,7,213.96,1,1,4,4,4,1444,13,0
14603,275,2,660,1,4,4,2,4,4424,14,0
14606,2,2677,12076.15,13,1,1,1,1,1111,4,2
14607,16,81,16209.5,3,1,2,1,4,1214,8,2
14608,5,20,1785.15,4,1,3,1,3,1313,8,2
14609,73,4,601.56,4,3,4,3,3,3433,13,0
14616,243,3,406.08,3,4,4,3,4,4434,15,0
14618,10,16,553.44,2,1,4,3,4,1434,12,1
14619,246,20,394.44,1,4,3,3,4,4334,14,0
14620,206,26,412.78,2,4,3,3,4,4334,14,0
14621,2,92,1788.36,5,1,2,1,3,1213,7,2
14622,185,21,320.58,1,4,3,3,4,4334,14,0
14623,33,133,886.7,5,2,1,2,3,2123,8,1
14624,58,13,225.85,1,3,4,4,4,3444,15,0
14625,197,53,899.63,2,4,2,2,4,4224,12,1
14626,24,122,2791.27,4,2,1,1,3,2113,7,2
14628,92,24,671.96,2,3,3,2,4,3324,12,1
14629,5,150,955.26,2,1,1,2,4,1124,8,2
14631,51,41,1006.98,3,2,2,2,4,2224,10,1
14632,263,8,114.56,1,4,4,4,4,4444,16,0
14633,267,20,344.9,1,4,3,3,4,4334,14,0
14636,37,28,609.85,2,2,3,3,4,2334,12,1
14638,51,16,443.6,1,2,4,3,4,2434,13,0
14639,53,172,2984.49,4,3,1,1,3,3113,8,1
14640,25,105,2107.38,6,2,1,1,3,2113,7,2
14641,22,7,110.46,1,2,4,4,4,2444,14,0
14642,59,2,96.12,1,3,4,4,4,3444,15,0
14643,171,31,693.81,2,4,3,2,4,4324,13,1
14644,68,26,830.76,2,3,3,2,4,3324,12,1
14645,157,30,597.09,2,4,3,3,4,4334,14,1
14647,202,28,236.04,1,4,3,4,4,4344,15,0
14649,5,186,1402.59,3,1,1,2,4,1124,8,2
14651,68,101,653.75,2,3,1,2,4,3124,10,1
14652,78,29,114.18,1,3,3,4,4,3344,14,0
14653,2,234,1926.65,4,1,1,1,3,1113,6,2
14655,9,49,1932.23,4,1,2,1,3,1213,7,2
14656,170,80,291.05,2,4,2,4,4,4244,14,1
14657,18,126,848.22,4,1,1,2,3,1123,7,1
14658,6,29,247.15,2,1,3,4,4,1344,12,1
14659,9,253,2529.93,9,1,1,1,2,1112,5,2
14660,87,30,285.74,2,3,3,4,4,3344,14,0
14661,27,4,107.95,1,2,4,4,4,2444,14,0
14662,29,157,741.37,4,2,1,2,3,2123,8,1
14664,20,98,636.24,1,2,2,3,4,2234,11,1
14665,61,90,1835.7,3,3,2,1,4,3214,10,1
14666,25,14,195.25,1,2,4,4,4,2444,14,0
14667,11,567,9175.04,11,1,1,1,1,1111,4,2
14669,242,166,1259.24,2,4,1,2,4,4124,11,1
14670,281,123,392.86,1,4,1,3,4,4134,12,1
14672,235,61,765.55,2,4,2,2,4,4224,12,1
14673,4,74,1736.4,3,1,2,1,4,1214,8,2
14675,17,97,596.36,1,1,2,3,4,1234,10,1
14676,32,42,2548.24,5,2,2,1,3,2213,8,1
14680,26,258,28754.11,11,2,1,1,1,2111,5,2
14681,72,7,498.95,2,3,4,3,4,3434,14,0
14682,188,2,52,2,4,4,4,4,4444,16,0
14684,26,390,1201.51,5,2,1,2,3,2123,8,2
14687,107,15,628.38,1,3,4,3,4,3434,14,0
14688,8,324,5579.1,12,1,1,1,1,1111,4,2
14689,209,13,112.8,1,4,4,4,4,4444,16,0
14690,45,48,355.05,2,2,2,3,4,2234,11,1
14691,31,71,2114.33,3,2,2,1,4,2214,9,1
14692,138,68,591.55,4,3,2,3,3,3233,11,1
14693,265,8,172.9,1,4,4,4,4,4444,16,0
14696,5,130,2078.95,7,1,1,1,2,1112,5,2
14697,219,22,188.61,1,4,3,4,4,4344,15,0
14698,2,200,1217.27,3,1,1,2,4,1124,8,2
14699,215,8,109.13,1,4,4,4,4,4444,16,0
14700,33,112,2195.1,3,2,1,1,4,2114,8,1
14701,11,327,2526.09,6,1,1,1,3,1113,6,2
14702,2,342,3251.79,11,1,1,1,1,1111,4,2
14703,15,22,318.17,1,1,3,3,4,1334,11,1
14704,12,393,1493.96,5,1,1,2,3,1123,7,2
14705,199,1,179,1,4,4,4,4,4444,16,0
14708,3,28,1126.37,3,1,3,2,4,1324,10,2
14709,16,196,4921.04,9,1,1,1,2,1112,5,2
14710,15,136,599.48,2,1,1,3,4,1134,9,1
14711,11,345,2839.62,7,1,1,1,2,1112,5,2
14712,30,25,917.07,3,2,3,2,4,2324,11,1
14713,10,338,2662.2,8,1,1,1,2,1112,5,2
14714,25,10,160.19,1,2,4,4,4,2444,14,0
14715,25,71,867.38,4,2,2,2,3,2223,9,1
14716,44,51,307.51,2,2,2,3,4,2234,11,1
14719,2,235,1581.84,5,1,1,1,3,1113,6,2
14720,6,37,663.81,3,1,3,2,4,1324,10,1
14722,148,28,180.42,1,4,3,4,4,4344,15,0
14723,11,259,1122.36,3,1,1,2,4,1124,8,2
14725,25,47,655.58,1,2,2,2,4,2224,10,1
14727,275,10,268.58,1,4,4,4,4,4444,16,0
14729,374,71,313.49,1,4,2,3,4,4234,13,0
14730,2,462,1897.57,6,1,1,1,3,1113,6,2
14731,48,45,380.02,2,2,2,3,4,2234,11,1
14732,9,147,2702.49,8,1,1,1,2,1112,5,2
14733,17,202,9585.91,9,1,1,1,2,1112,5,2
14735,4,194,6065.69,12,1,1,1,1,1111,4,2
14737,4,17,1164.55,3,1,4,2,4,1424,11,2
14738,43,54,1314.45,5,2,2,2,3,2223,9,1
14739,5,60,3902.28,7,1,2,1,2,1212,6,2
14740,198,89,1448.21,3,4,2,2,4,4224,12,1
14741,12,59,1400.34,5,1,2,2,3,1223,8,2
14744,17,26,1099.98,5,1,3,2,3,1323,9,1
14745,113,69,1220.26,4,3,2,2,3,3223,10,1
14747,250,18,328.2,1,4,3,3,4,4334,14,0
14748,30,89,1415.75,4,2,2,2,3,2223,9,1
14752,44,5,389.64,1,2,4,3,4,2434,13,0
14753,88,30,563.15,1,3,3,3,4,3334,13,1
14754,45,41,638.05,2,2,2,3,4,2234,11,1
14755,10,235,5010.28,10,1,1,1,1,1111,4,2
14756,16,38,738.96,1,1,3,2,4,1324,10,1
14757,76,19,420.5,1,3,3,3,4,3334,13,0
14758,145,71,1484.06,4,4,2,2,3,4223,11,1
14759,5,102,1625.97,3,1,1,1,4,1114,7,2
14760,298,5,89.2,1,4,4,4,4,4444,16,0
14761,59,11,255.9,2,3,4,4,4,3444,15,0
14762,264,21,300.52,1,4,3,3,4,4334,14,0
14764,47,6,278.3,1,2,4,4,4,2444,14,0
14765,30,39,254.11,3,2,3,4,4,2344,13,1
14766,9,135,2473.37,6,1,1,1,3,1113,6,2
14768,18,5,192.6,2,1,4,4,4,1444,13,0
14769,3,1062,10416.98,8,1,1,1,2,1112,5,2
14770,233,52,876.42,2,4,2,2,4,4224,12,1
14772,113,9,139.26,1,3,4,4,4,3444,15,0
14775,59,60,1011.9,3,3,2,2,4,3224,11,1
14776,52,117,2538.3,7,3,1,1,2,3112,7,1
14778,128,35,730.86,2,3,3,2,4,3324,12,1
14779,281,41,386.15,2,4,2,3,4,4234,13,0
14780,55,27,447.68,2,3,3,3,4,3334,13,1
14782,320,6,200.1,1,4,4,4,4,4444,16,0
14784,27,15,289.99,2,2,4,4,4,2444,14,0
14785,11,3,77.4,1,1,4,4,4,1444,13,0
14788,8,30,679.44,2,1,3,2,4,1324,10,1
14789,29,6,197.64,1,2,4,4,4,2444,14,0
14790,17,46,745.06,3,1,2,2,4,1224,9,1
14792,64,2,6.2,1,3,4,4,4,3444,15,0
14793,22,14,228.99,1,2,4,4,4,2444,14,0
14794,3,80,1319.91,5,1,2,2,3,1223,8,2
14795,167,6,131.45,1,4,4,4,4,4444,16,0
14796,2,1132,7975.49,13,1,1,1,1,1111,4,2
14798,53,12,173.74,3,3,4,4,4,3444,15,0
14799,52,13,157.7,1,3,4,4,4,3444,15,0
14800,48,383,4331.79,9,2,1,1,2,2112,6,2
14801,62,57,189.34,1,3,2,4,4,3244,13,1
14803,163,44,845.55,3,4,2,2,4,4224,12,1
14804,9,12,353.27,1,1,4,3,4,1434,12,1
14805,16,46,546.4,3,1,2,3,4,1234,10,1
14806,76,11,193.39,1,3,4,4,4,3444,15,0
14808,40,231,2718.6,4,2,1,1,3,2113,7,2
14810,41,254,2085.33,9,2,1,1,2,2112,6,2
14813,370,29,152.88,1,4,3,4,4,4344,15,0
14815,37,53,778.5,2,2,2,2,4,2224,10,1
14816,198,4,271.85,1,4,4,4,4,4444,16,0
14817,201,63,1110.34,2,4,2,2,4,4224,12,1
14818,74,48,657.8,3,3,2,2,4,3224,11,1
14819,65,13,272.07,2,3,4,4,4,3444,15,0
14820,22,29,507.29,3,2,3,3,4,2334,12,1
14821,367,2,48.8,1,4,4,4,4,4444,16,0
14823,181,70,321.43,2,4,2,3,4,4234,13,1
14824,11,29,1127.71,2,1,3,2,4,1324,10,1
14825,4,120,2221.01,10,1,1,1,1,1111,4,2
14828,197,17,2139.76,3,4,4,1,4,4414,13,1
14829,30,42,697.55,3,2,2,2,4,2224,10,1
14830,54,39,188.88,1,3,3,4,4,3344,14,1
14834,18,67,1720.3,5,1,2,1,3,1213,7,1
14836,11,6,102.45,1,1,4,4,4,1444,13,0
14837,90,108,1649.5,4,3,1,1,3,3113,8,1
14840,268,4,62.85,1,4,4,4,4,4444,16,0
14841,54,138,3295.76,5,3,1,1,3,3113,8,1
14842,44,145,2824.69,4,2,1,1,3,2113,7,1
14844,64,130,3189.81,4,3,1,1,3,3113,8,1
14847,149,13,309.4,1,4,4,3,4,4434,15,0
14849,22,388,7930.54,11,2,1,1,1,2111,5,2
14850,312,21,325.75,1,4,3,3,4,4334,14,0
14851,24,28,511.35,2,2,3,3,4,2334,12,1
14852,59,143,2836.69,5,3,1,1,3,3113,8,1
14853,25,9,475.8,2,2,4,3,4,2434,13,0
14854,79,126,2740.03,5,3,1,1,3,3113,8,1
14855,120,20,645.65,2,3,3,2,4,3324,12,0
14856,37,65,1290.53,2,2,2,2,4,2224,10,1
14857,60,60,1173.12,2,3,2,2,4,3224,11,1
14859,13,58,1353.74,3,1,2,2,4,1224,9,2
14860,20,11,170.32,1,2,4,4,4,2444,14,0
14861,53,6,125.79,1,3,4,4,4,3444,15,0
14862,26,48,841.2,2,2,2,2,4,2224,10,1
14863,30,11,266.76,1,2,4,4,4,2444,14,0
14865,8,4,52.2,2,1,4,4,4,1444,13,0
14866,11,99,14389.9,6,1,1,1,3,1113,6,2
14867,186,36,710.28,3,4,3,2,4,4324,13,1
14868,4,144,2953.59,6,1,1,1,3,1113,6,2
14869,9,70,721.45,2,1,2,2,4,1224,9,2
14870,262,13,327.25,1,4,4,3,4,4434,15,0
14871,4,93,501.28,4,1,2,3,3,1233,9,2
14873,211,28,519.68,1,4,3,3,4,4334,14,0
14875,108,47,1465.32,2,3,2,2,4,3224,11,1
14878,13,122,1476.09,7,1,1,2,2,1122,6,2
14880,78,46,690.59,3,3,2,2,4,3224,11,1
14881,20,17,255.4,1,2,4,4,4,2444,14,1
14882,27,11,589.7,1,2,4,3,4,2434,13,1
14883,19,53,761.59,5,2,2,2,3,2223,9,1
14885,132,15,765.32,1,3,4,2,4,3424,13,0
14886,253,18,364.8,1,4,3,3,4,4334,14,0
14887,80,6,1862,1,3,4,1,4,3414,12,0
14888,208,20,369.2,1,4,3,3,4,4334,14,0
14889,337,10,135.9,1,4,4,4,4,4444,16,0
14890,254,7,125.65,1,4,4,4,4,4444,16,0
14891,149,33,554.38,2,4,3,3,4,4334,14,1
14893,10,73,1237.85,1,1,2,2,4,1224,9,2
14894,86,23,655.75,1,3,3,2,4,3324,12,1
